Name_GeneSymbol,NAC,NAC_Pval,PFC,PFC_Pval
PAX8,2.29703697523637,0.00163252986322257,0,0
FUT1,1.09986199621393,0.0812831971092243,1.3617489014304,0.00700334115151285
MAPK13,1.04075438355242,0.130247000809118,0.351745758901546,0.23215191836565
SPDEF,0.824007037559097,0.083551785406697,0.458036175846373,0.263972373621994
FOSL1,0.591361664058206,0.193834539913351,0,0
PPARG,0.445348390589392,0.0990758450329826,0,0
CCL2,0.378286750419123,0.291308357479361,1.2941759670896,0.0483324531602561
STX1A,0.341857671244242,0.0872886905866336,0,0
PTPRK,0.306064173473835,0.0924240533685216,0,0
MUC1,0.277985457143977,0.0941402280789812,0,0
HMGA2,0.272124125858085,0.308729345065661,0,0
DENND2D,0.268591012834021,0.159455828429149,0,0
PLP2,0.259827141542638,0.222560431679823,0.645653284626647,3.26985964467185e-05
BMP4,0.257078985341561,0.0188975862397978,0,0
CCNA1,0.24713356397516,0.45748485830803,0,0
MEF2C,0.244515152165552,0.103353851390574,0,0
ORC1,0.243971941143313,0.0316145869488385,0.22822890067227,0.0602745721848685
HERC6,0.241794639026892,0.104143976808432,0,0
SYK,0.240417191175879,0.00374713577323984,0,0
FHL2,0.229227884859149,0.252406718445377,0,0
TSC22D3,0.223353650770199,0.00117208111461449,0,0
PMAIP1,0.222972732155192,0.242306122291334,0,0
SPP1,0.218825432465634,0.275682332916286,0,0
GATA2,0.205666928855438,0.146880558517848,0,0
PPARD,0.203237314903526,0.023000936199783,0,0
NFKBIE,0.194689506351681,0.110183414592912,0,0
ICAM1,0.177240829211456,0.114218184808655,0,0
TLR4,0.170554195713925,0.0852671271574588,0,0
SLC5A6,0.16251854293244,0.018195310516549,0,0
PYCR1,0.160828037916771,0.213957852389714,0,0
PCBD1,0.153529225112482,0.349477581352235,0,0
PXMP2,0.152300332045254,0.066988439076858,0,0
RPA3,0.151458070730214,0.00672304257997514,0,0
GTF2E2,0.151394254537836,9.67972244275566e-05,0,0
CASP3,0.151319756431692,0.0820478160203805,0,0
CAST,0.143934114038023,0.0961163337130572,0,0
LIPA,0.142131752430102,0.0777643901191817,0,0
SHC1,0.140969305843678,0.0236923490178174,0,0
EDEM1,0.140632532591333,0.000680344617525661,0,0
TES,0.13972814196125,0.193456260137607,0,0
STMN1,0.138952792537401,0.231579281045854,0.429508139383622,4.01269653828996e-10
BNIP3,0.134532263346452,0.0108783972618523,0.287047252985335,1.63657039116403e-06
C2CD2,0.131775072439389,0.000171742573887706,0,0
CTNNAL1,0.129998673131294,3.29283683877799e-05,0,0
PHKA1,0.129509493127802,0.0208338258344037,0,0
PROS1,0.127687536252157,0.0167052580548836,0,0
TSPAN4,0.127305947482317,0.0505901172488914,0,0
