Name_GeneSymbol,AI,AI_Pval,CG,CG_Pval,DLPFC,DLPFC_Pval,NAC,NA_Pval,OFC,OFC_Pval,SUB,SUB_Pval
UBR7,0.584401179260332,0.35155450970645,0,0,-0.647982979526115,0.403762959323098,-0.751343277148544,0.146133322291229,0,0,0.404075991841472,0.670255620998696
ADRB2,0.579903600531259,0.169317010652966,0.571939923567417,0.111576340562636,0.291407443857964,0.496158670418146,0.351766190559533,0.297076790770329,0.494229493639142,0.25357248629777,0.366419746637405,0.312510589502936
INTS3,0.558080306386657,0.357588498064899,0.120172850188274,0.86887624980872,-0.372471134930532,0.468668203848412,0,0,1.21494933542501,0.023498555788556,-0.0675338975924413,0.901855031284241
IL1B,0.549112622846854,0.419364486568824,1.30385578444205,0.0550308430673076,1.32274775350627,0.076348468834021,0.186500591685016,0.793755125839204,0.726265367322802,0.310130499594952,0.434247551310473,0.516789704370954
GATA2,0.510727382944559,0.433949029004321,0.0675332364718089,0.922339600078168,-0.0247341653273231,0.971777463055155,0.308673426694162,0.674219160442249,0.20537300779924,0.766366897385191,0.370325928275956,0.588373617576432
LSR,0.501983520122545,0.19757453726735,0.152978080086388,0.74288075893309,0.0511212159226854,0.903698790611806,0.203478318839162,0.649977130827446,-0.1598198669051,0.710129874183137,-0.0999838759894726,0.833424443964295
PLK1,0.436171384942355,0.413248682977201,0.0822171614255366,0.870048568177106,-0.163280004001371,0.788757140015663,0.071088416693635,0.915555260069749,-0.0413379732092695,0.934442052051756,0.136457562152161,0.812938234575324
CCDC85B,0.410997923940915,0.241349964268667,0.0885587665529761,0.623542669504759,0.433672938112755,0.201342200498658,0.280481511115838,0.468778660291037,0.374161891692678,0.062266704138134,-0.125606273338255,0.494287901334441
IGF2BP2,0.391375018196719,0.625345661554868,0.293597604307852,0.50609207431936,-0.190027268967237,0.821190462666957,0.16717888930876,0.703430828590199,-0.011535882688486,0.987760438730326,0.262999872032234,0.636332242345039
MYL9,0.383974010904981,0.588067469857029,-0.2050444441059,0.673637085839463,0.0820242042597927,0.880508339948152,0.0766079527295729,0.863963793783676,-0.00527910415164111,0.99083009848963,-0.244732536643986,0.5768177741293
CDC20,0.381312189223085,0.654435204930397,0.328193707703323,0.721592751473741,0.0683079954645145,0.93824192891962,0.285565256483444,0.743855672330998,-0.139518976677505,0.857564487463343,0.344031047351225,0.700746278456494
TOP2A,0.371885061174384,0.676358829503435,-0.0697367125162722,0.939179871255173,0.201465517085694,0.823790695153103,0.263755461515158,0.735068808805079,0.0194406739683821,0.982091515357918,-0.0658980155154655,0.937654302820317
S100A4,0.364883428427342,0.642850375104032,1.05943200170589,0.274426485866766,0.147560765806724,0.867724376539165,0.16690445789769,0.834740421517756,0,0,0.291799771519606,0.733371626321957
CASP10,0.358665135772005,0.282102019156275,0.231095776534076,0.467394370392124,-0.00347807948469992,0.992034506942764,0.207789273268217,0.448030317946096,0.138695320674268,0.70350788848508,0.117769475068404,0.683387439719544
IKZF1,0.327367751650436,0.360120796560803,0.492449625273276,0.115860085097274,0.402564254115438,0.277013996290887,0.224955211082719,0.403407896093122,0.673178733732447,0.06707128064499,0.506845269930096,0.142128728394086
CDKN2A,0.32464898396054,0.647699017116561,0.144831365077492,0.863250879730841,0.182418235561753,0.810275922873689,0.230904255759477,0.751139278540859,0.294417773508587,0.662161911773486,-0.094716772379915,0.903238832272948
PTPRK,0.320465775823347,0.444889008305649,0.84131633184188,0.127653599744211,0.479672889549192,0.301787190624298,0.00162785192945486,0.997143154514495,1.73217133194995,0.0271773878134357,-0.258057390572974,0.64724621457134
S100A13,0.319166199697181,0.0466807372868786,0.393331829356415,0.0328806883485822,0.123639282382667,0.456874714433443,0.217831221611815,0.0534660670085968,0.211897463929762,0.179280658888102,0.461915383204729,0.00265474391566164
STAP2,0.315130574619125,0.617831719425909,0.0933484596401929,0.911940391082689,0.136362517261272,0.843660013596652,0.0995146978809985,0.903315927840708,0.271849476938602,0.654585566248191,-0.196603715997697,0.79583914811206
BAD,0.306423326661889,0.423229856061677,0.203710489922313,0.619711851297633,0.53193250971578,0.135276817100408,0.420401695336526,0.341943738911009,0.483812445823396,0.205439294134457,-0.0343339858711187,0.930848867311425
PTPN6,0.299808810682451,0.52375378041661,0.142770071881197,0.729515320147252,0.127560246430092,0.793235389588269,0.0489679528214334,0.897386135027148,-0.031287581221434,0.947295555389195,0.257589991099451,0.514728195270336
GPER1,0.298389894232457,0.361730403056508,-0.0612850196133981,0.853634430989025,0.155135645655985,0.683967956863837,0.264801941154081,0.572475336216365,0.0491763116326869,0.898035281720873,-0.384956999340849,0.290524721803072
PRKCH,0.284653481231541,0.245886904010232,0.399276047762575,0.135024030570551,0.0214321624994949,0.937862975042124,-0.031884636915807,0.755170297123652,0.146673532989913,0.622672562026208,-0.100175539635123,0.635319100543973
LYN,0.269992373351206,0.308198645296664,-0.00865210255128391,0.965993015955398,-0.0369474506728664,0.881105819389569,0.201250872100868,0.392493159966902,0.0947640885080593,0.697787436946216,0.254477358408914,0.428972713817775
